Sl.No,Molecule_Smiles,Combination_Code
15872,NC(OC(c1nncs1)O)O,F3-F6-F5-F15
15873,NC(c1nncs1)(OCO)O,F3-F6-F5-F15
15874,NC(OCO)Oc1nncs1,F3-F6-F5-F15
15875,OC(OCO)Nc1nncs1,F3-F6-F5-F15
15876,OC(c1nncs1)(NC=O)F,F6-F12-F9-F15
15877,OC(N(c1nncs1)C=O)F,F6-F12-F9-F15
15878,OC(NC(=O)c1nncs1)F,F6-F12-F9-F15
15879,OC(C=O)(Nc1nncs1)F,F6-F12-F9-F15
15880,NC(C(=O)c1nncs1)(F)O,F6-F12-F9-F15
15881,NC(C(Oc1nncs1)O)O,F3-F5-F6-F15
15882,NC(C(c1scnn1)(O)O)O,F3-F5-F6-F15
15883,OC(C(c1scnn1)(O)N)O,F3-F5-F6-F15
15884,NC(C(O)O)Oc1scnn1,F3-F5-F6-F15
15885,OC(C(O)O)Nc1scnn1,F3-F5-F6-F15
15886,OC(OCNc1scnn1)O,F3-F5-F6-F15
15887,NC(c1scnn1)OC(O)O,F3-F5-F6-F15
15888,NCOC(c1scnn1)(O)O,F3-F5-F6-F15
15889,NCOC(Oc1nncs1)O,F3-F5-F6-F15
15890,OC(c1nncs1)NC(=O)F,F9-F12-F6-F15
15891,OCN(c1nncs1)C(=O)F,F9-F12-F6-F15
15892,OC(C(=O)F)Nc1nncs1,F9-F12-F6-F15
15893,NC(c1nncs1)(C(=O)F)O,F9-F12-F6-F15
15894,OC(c1sccc1)NCCl,F1-F11-F6-F14
15895,OCN(c1sccc1)CCl,F1-F11-F6-F14
15896,OCNC(c1sccc1)Cl,F1-F11-F6-F14
15897,OC(Nc1sccc1)CCl,F1-F11-F6-F14
15898,NC(c1sccc1)(CCl)O,F1-F11-F6-F14
15899,NC(C(c1sccc1)Cl)O,F1-F11-F6-F14
15900,OC(OCF)Nc1sccc1,F5-F12-F6-F14
15901,NC(c1sccc1)(OCF)O,F5-F12-F6-F14
15902,NC(OC(c1sccc1)F)O,F5-F12-F6-F14
15903,OC(NCOc1sccc1)F,F5-F12-F6-F14
15904,OC(c1sccc1)NC(F)O,F5-F12-F6-F14
15905,NC(C(Oc1sccc1)F)O,F5-F12-F6-F14
15906,NC(C(c1sccc1)(F)O)O,F5-F12-F6-F14
15907,NC(c1sccc1)(C(F)O)O,F5-F12-F6-F14
15908,NC(C(F)O)Oc1sccc1,F5-F12-F6-F14
15909,OC(C(F)O)Nc1sccc1,F5-F12-F6-F14
15910,OC(OCNc1sccc1)F,F5-F12-F6-F14
15911,NC(c1sccc1)OC(F)O,F5-F12-F6-F14
15912,NCOC(c1sccc1)(F)O,F5-F12-F6-F14
15913,OC(NCc1sccc1)Cl,F6-F11-F1-F14
15914,CN(c1sccc1)C(Cl)O,F6-F11-F1-F14
15915,CNC(c1sccc1)(Cl)O,F6-F11-F1-F14
15916,NC(Cc1sccc1)(Cl)O,F6-F11-F1-F14
15917,CC(Nc1sccc1)(Cl)O,F6-F11-F1-F14
15918,NC(COc1sccc1)(F)O,F6-F12-F5-F14
15919,NC(C(c1sccc1)O)(F)O,F6-F12-F5-F14
15920,NC(OCc1sccc1)(F)O,F6-F12-F5-F14
15921,NC(OC(c1sccc1)O)F,F6-F12-F5-F14
15922,OCc1ncc(cc1)C1CCCC1,F17-F18-F5
15923,OCc1nnc(s1)NC(O)O,F6-F15-F3-F5
15924,COc1nnc(s1)NC(O)O,F6-F15-F3-F5
15925,OCOCNc1nnc(s1)O,F6-F15-F3-F5
15926,OCC(Nc1nnc(s1)O)O,F6-F15-F3-F5
15927,COC(Nc1nnc(s1)O)O,F6-F15-F3-F5
15928,OCN(c1nnc(s1)O)CO,F6-F15-F3-F5
15929,OCNc1nnc(s1)OCO,F6-F15-F3-F5
15930,OCc1nnc(s1)C(O)(O)N,F6-F15-F3-F5
15931,COc1nnc(s1)C(O)(O)N,F6-F15-F3-F5
15932,OCOc1nnc(s1)C(O)N,F6-F15-F3-F5
15933,OCC(c1nnc(s1)O)(O)N,F6-F15-F3-F5
15934,COC(c1nnc(s1)O)(O)N,F6-F15-F3-F5
15935,OCOC(c1nnc(s1)O)N,F6-F15-F3-F5
15936,OCNC(c1nnc(s1)O)O,F6-F15-F3-F5
15937,OCc1nnc(s1)OC(O)N,F6-F15-F3-F5
15938,COc1nnc(s1)OC(O)N,F6-F15-F3-F5
15939,OCNCOc1nnc(s1)O,F6-F15-F3-F5
15940,OCC(Oc1nnc(s1)O)N,F6-F15-F3-F5
15941,NCOc1nnc(s1)OCO,F6-F15-F3-F5
15942,CCC(Nc1scnn1)(F)O,F6-F15-F12-F2
15943,OC(N(CC)c1scnn1)F,F6-F15-F12-F2
15944,OC(Nc1nnc(s1)CC)F,F6-F15-F12-F2
15945,OC(Nc1nnc(s1)C=O)F,F6-F15-F12-F9
15946,OC(CC)Nc1nnc(s1)F,F6-F15-F12-F2
15947,OCN(CC)c1nnc(s1)F,F6-F15-F12-F2
15948,OC(C=O)Nc1nnc(s1)F,F6-F15-F12-F9
15949,OCN(c1nnc(s1)F)C=O,F6-F15-F12-F9
15950,CCNC(c1scnn1)(F)O,F6-F15-F12-F2
15951,CCc1nnc(s1)C(F)(O)N,F6-F15-F12-F2
15952,O=Cc1nnc(s1)C(F)(O)N,F6-F15-F12-F9
15953,OC(c1nnc(s1)F)NCC,F6-F15-F12-F2
15954,CCC(c1nnc(s1)F)(O)N,F6-F15-F12-F2
15955,OC(c1nnc(s1)F)NC=O,F6-F15-F12-F9
15956,NC(c1nnc(s1)F)(C=O)O,F6-F15-F12-F9
15957,OCNc1nnc(s1)C(O)O,F5-F15-F3-F6
15958,NC(c1nnc(s1)C(O)O)O,F5-F15-F3-F6
15959,NCOc1nnc(s1)C(O)O,F5-F15-F3-F6
15960,NC(OCc1nnc(s1)O)O,F5-F15-F3-F6
15961,NC(C(c1nnc(s1)O)O)O,F5-F15-F3-F6
15962,NCOC(c1nnc(s1)O)O,F5-F15-F3-F6
15963,NC(COc1nnc(s1)O)O,F5-F15-F3-F6
15964,OCNC(=O)c1nnc(s1)F,F12-F15-F9-F6
15965,NC(C(=O)c1nnc(s1)F)O,F12-F15-F9-F6
15966,OCNc1nnc(s1)C(=O)F,F9-F15-F12-F6
15967,NC(c1nnc(s1)C(=O)F)O,F9-F15-F12-F6
15968,OC(Nc1sc(cc1)C)Cl,F1-F14-F6-F11
15969,OCNc1sc(cc1)CCl,F1-F14-F6-F11
15970,Cc1sc(cc1)C(Cl)(O)N,F1-F14-F6-F11
15971,ClCc1sc(cc1)C(O)N,F1-F14-F6-F11
15972,OCNCc1sc(cc1)Cl,F1-F14-F6-F11
15973,NC(Cc1sc(cc1)Cl)O,F1-F14-F6-F11
15974,NC(OCc1occc1)(Cl)O,F5-F20-F6-F11
15975,NC(OC(c1occc1)Cl)O,F5-F20-F6-F11
15976,NC(OCc1oc(cc1)Cl)O,F5-F20-F6-F11
15977,OC(c1occc1)NC(Cl)O,F5-F20-F6-F11
15978,NC(C(c1occc1)O)(Cl)O,F5-F20-F6-F11
15979,NC(C(c1occc1)(Cl)O)O,F5-F20-F6-F11
15980,NC(C(c1oc(cc1)Cl)O)O,F5-F20-F6-F11
15981,NC(OC(c1occc1)O)Cl,F5-F20-F6-F11
15982,NCOC(c1occc1)(Cl)O,F5-F20-F6-F11
15983,NCOC(c1oc(cc1)Cl)O,F5-F20-F6-F11
15984,OCNc1oc(cc1)C(Cl)O,F5-F20-F6-F11
15985,NC(c1oc(cc1)C(Cl)O)O,F5-F20-F6-F11
15986,NCOc1oc(cc1)C(Cl)O,F5-F20-F6-F11
15987,OC(NCOc1occc1)Cl,F5-F20-F6-F11
15988,NC(COc1occc1)(Cl)O,F5-F20-F6-F11
15989,NC(C(Oc1occc1)Cl)O,F5-F20-F6-F11
15990,NC(COc1oc(cc1)Cl)O,F5-F20-F6-F11
15991,OCNc1oc(cc1)OCCl,F5-F20-F6-F11
15992,ClCOc1oc(cc1)C(O)N,F5-F20-F6-F11
15993,OC(Nc1ncc(nc1)F)Cl,F12-F19-F6-F11
15994,c1nc(cnc1F)C(Cl)(O)N,F12-F19-F6-F11
15995,CC(Nc1sc(cc1)Cl)O,F6-F14-F1-F11
15996,OCN(c1sc(cc1)Cl)C,F6-F14-F1-F11
15997,CNC(c1sc(cc1)Cl)O,F6-F14-F1-F11
15998,Clc1sc(cc1)C(O)(N)C,F6-F14-F1-F11
15999,OC(Nc1ncc(nc1)Cl)F,F6-F12-F19-F11
16000,c1nc(cnc1Cl)C(F)(O)N,F6-F12-F19-F11
16001,OC(OCNc1occc1)Cl,F6-F20-F5-F11
16002,OC(C(Cl)O)Nc1occc1,F6-F20-F5-F11
16003,OC(OCCl)Nc1occc1,F6-F20-F5-F11
16004,NC(c1occc1)(C(Cl)O)O,F6-F20-F5-F11
16005,NC(c1occc1)(OCCl)O,F6-F20-F5-F11
16006,NC(c1occc1)OC(Cl)O,F6-F20-F5-F11
16007,NC(C(Cl)O)Oc1occc1,F6-F20-F5-F11
16008,c1cccc(n1)CC1CC(CC1)O,F1-F17-F3-F18
16009,c1cncc(c1)CC1CC(CC1)O,F1-F17-F3-F18
16010,O=CC(NC1CC(CC1)Cl)O,F6-F17-F9-F11
16011,OCN(C1CC(CC1)Cl)C=O,F6-F17-F9-F11
16012,O=CC1CC(CC1)NC(Cl)O,F6-F17-F9-F11
16013,O=CC1CC(CC1)C(Cl)(O)N,F6-F17-F9-F11
16014,O=CC(C1CC(CC1)Cl)(O)N,F6-F17-F9-F11
16015,O=CNC(C1CC(CC1)Cl)O,F6-F17-F9-F11
16016,OC(CCF)Nc1scnn1,F6-F15-F2-F12
16017,OCN(CCF)c1scnn1,F6-F15-F2-F12
16018,OCNc1nnc(s1)CCF,F6-F15-F2-F12
16019,OC(c1scnn1)NCCF,F6-F15-F2-F12
16020,NC(CCF)(c1scnn1)O,F6-F15-F2-F12
16021,NC(c1nnc(s1)CCF)O,F6-F15-F2-F12
16022,OC(NCCc1scnn1)F,F2-F15-F6-F12
16023,OCNCCc1nnc(s1)F,F2-F15-F6-F12
16024,C(CC(F)(O)N)c1scnn1,F2-F15-F6-F12
16025,NC(CCc1nnc(s1)F)O,F2-F15-F6-F12
16026,C1CCC(C1)C(NCCCl)O,F2-F11-F6-F17
16027,OCN(C1CCCC1)CCCl,F2-F11-F6-F17
16028,OC(CCCl)NC1CCCC1,F2-F11-F6-F17
16029,C1CCC(C1)C(CCCl)(O)N,F2-F11-F6-F17
16030,CCNC(C1CCCC1)(Cl)O,F6-F11-F2-F17
16031,OC(N(C1CCCC1)CC)Cl,F6-F11-F2-F17
16032,OC(NCCC1CCCC1)Cl,F6-F11-F2-F17
16033,C1CCC(C1)CCC(Cl)(O)N,F6-F11-F2-F17
16034,CCC(NC1CCCC1)(Cl)O,F6-F11-F2-F17
16035,OCNC1CC(CC1)CCCl,F2-F11-F17-F6
16036,NC(C1CC(CC1)CCCl)O,F2-F11-F17-F6
16037,OCNCCC1CC(CC1)Cl,F2-F17-F11-F6
16038,NC(CCC1CC(CC1)Cl)O,F2-F17-F11-F6
16039,OC(NC1CC(CC1)CC)Cl,F6-F11-F17-F2
16040,CCC1CCC(C1)C(Cl)(O)N,F6-F11-F17-F2
16041,CCC(NC1CC(CC1)Cl)O,F6-F17-F11-F2
16042,OCN(C1CC(CC1)Cl)CC,F6-F17-F11-F2
16043,CCNC(C1CC(CC1)Cl)O,F6-F17-F11-F2
16044,CCC(C1CC(CC1)Cl)(O)N,F6-F17-F11-F2
16045,NC(OCc1sc(cc1)F)O,F12-F14-F5-F6
16046,NC(C(c1sc(cc1)F)O)O,F12-F14-F5-F6
16047,NCOC(c1sc(cc1)F)O,F12-F14-F5-F6
16048,NC(COc1sc(cc1)F)O,F12-F14-F5-F6
16049,OCNc1sc(cc1)OCF,F5-F12-F14-F6
16050,FCOc1sc(cc1)C(O)N,F5-F12-F14-F6
16051,OCNc1sc(cc1)C(F)O,F5-F12-F14-F6
16052,NC(c1sc(cc1)C(F)O)O,F5-F12-F14-F6
16053,NCOc1sc(cc1)C(F)O,F5-F12-F14-F6
16054,c1c(Cl)ccc(c1)C(Cl)O,F5-F10-F11-F11
16055,Cc1cnc(cc1)C1CC(CC1)O,F17-F18-F3-F1
16056,Cc1ncc(cc1)C1CC(CC1)O,F17-F18-F3-F1
16057,OC(Nc1nccnc1)(Cl)O,F6-F11-F3-F19
16058,NC(Oc1nccnc1)(Cl)O,F6-F11-F3-F19
16059,C1NC(COC(CC)O)NCN1,F5-F16-F5-F2
16060,OCOC(C1NCNCN1)CC,F5-F16-F5-F2
16061,OCOCC1NCNC(N1)CC,F5-F16-F5-F2
16062,O=CC(OCC1NCNCN1)O,F5-F16-F5-F9
16063,OCOC(C1NCNCN1)C=O,F5-F16-F5-F9
16064,OCOCC1NCNC(N1)C=O,F5-F16-F5-F9
16065,C1NC(C(COCC)O)NCN1,F5-F16-F5-F2
16066,C1NC(C(C(CC)O)O)NCN1,F5-F16-F5-F2
16067,OCC(C1NCNCN1)(CC)O,F5-F16-F5-F2
16068,OCC(C1NCNC(N1)CC)O,F5-F16-F5-F2
16069,OCC(C1NCNCN1)OCC,F5-F16-F5-F2
16070,O=CC(C(C1NCNCN1)O)O,F5-F16-F5-F9
16071,OCC(C1NCNCN1)(C=O)O,F5-F16-F5-F9
16072,OCC(C1NC(C=O)NCN1)O,F5-F16-F5-F9
16073,C1NC(C(OCCC)O)NCN1,F5-F16-F5-F2
16074,COC(C1NCNCN1)(CC)O,F5-F16-F5-F2
16075,COC(C1NCNC(N1)CC)O,F5-F16-F5-F2
16076,O=CCOC(C1NCNCN1)O,F5-F16-F5-F9
16077,COC(C1NCNCN1)(C=O)O,F5-F16-F5-F9
16078,COC(C1NC(C=O)NCN1)O,F5-F16-F5-F9
16079,OCC1NC(COCC)NCN1,F5-F16-F5-F2
16080,OCC1NC(C(CC)O)NCN1,F5-F16-F5-F2
16081,O=CC(C1NC(CO)NCN1)O,F5-F16-F5-F9
16082,OCC1NC(OCCC)NCN1,F5-F16-F5-F2
16083,COC1NC(C(CC)O)NCN1,F5-F16-F5-F2
16084,O=CCOC1NCNC(N1)CO,F5-F16-F5-F9
16085,O=CC(C1NC(OC)NCN1)O,F5-F16-F5-F9
16086,C1NC(OCC(CC)O)NCN1,F5-F16-F5-F2
16087,OCC(CC)OC1NCNCN1,F5-F16-F5-F2
16088,OCCOC1NCNC(N1)CC,F5-F16-F5-F2
16089,O=CC(COC1NCNCN1)O,F5-F16-F5-F9
16090,OCC(OC1NCNCN1)C=O,F5-F16-F5-F9
16091,OCCOC1NCNC(N1)C=O,F5-F16-F5-F9
16092,CCC(Nc1oc(cc1)Cl)O,F11-F20-F6-F2
16093,OCN(CC)c1oc(cc1)Cl,F11-F20-F6-F2
16094,O=CC(Nc1oc(cc1)Cl)O,F11-F20-F6-F9
16095,OCN(c1oc(cc1)Cl)C=O,F11-F20-F6-F9
16096,CCNC(c1oc(cc1)Cl)O,F11-F20-F6-F2
16097,CCC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F2
16098,O=CNC(c1oc(cc1)Cl)O,F11-F20-F6-F9
16099,O=CC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F9
16100,CCC(Nc1sc(cc1)F)O,F12-F14-F6-F2
16101,OCN(CC)c1sc(cc1)F,F12-F14-F6-F2
16102,O=CC(Nc1sc(cc1)F)O,F12-F14-F6-F9
16103,OCN(c1sc(cc1)F)C=O,F12-F14-F6-F9
16104,CCNC(c1sc(cc1)F)O,F12-F14-F6-F2
16105,CCC(c1sc(cc1)F)(O)N,F12-F14-F6-F2
16106,O=CNC(c1sc(cc1)F)O,F12-F14-F6-F9
16107,O=CC(c1sc(cc1)F)(O)N,F12-F14-F6-F9
16108,CCC(Nc1occc1)(Cl)O,F6-F11-F20-F2
16109,OC(N(CC)c1occc1)Cl,F6-F11-F20-F2
16110,OC(Nc1oc(cc1)CC)Cl,F6-F11-F20-F2
16111,OC(C=O)(Nc1occc1)Cl,F6-F11-F20-F9
16112,OC(N(c1occc1)C=O)Cl,F6-F11-F20-F9
16113,O=Cc1oc(cc1)NC(Cl)O,F6-F11-F20-F9
16114,CCc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F2
16115,CCNC(c1occc1)(Cl)O,F6-F11-F20-F2
16116,O=Cc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F9
16117,OC(c1occc1)(NC=O)Cl,F6-F11-F20-F9
16118,CCC(Nc1sccc1)(F)O,F6-F14-F12-F2
16119,OC(N(CC)c1sccc1)F,F6-F14-F12-F2
16120,OC(Nc1sc(cc1)CC)F,F6-F14-F12-F2
16121,OC(C=O)(Nc1sccc1)F,F6-F14-F12-F9
16122,OC(N(c1sccc1)C=O)F,F6-F14-F12-F9
16123,O=Cc1sc(cc1)NC(F)O,F6-F14-F12-F9
16124,CCc1sc(cc1)C(F)(O)N,F6-F14-F12-F2
16125,CCNC(c1sccc1)(F)O,F6-F14-F12-F2
16126,O=Cc1sc(cc1)C(F)(O)N,F6-F14-F12-F9
16127,OC(c1sccc1)(NC=O)F,F6-F14-F12-F9
16128,NC(NCCN1COCCC1)O,F2-F7-F6-F4
16129,C1OCCCN1CCC(O)(N)N,F2-F7-F6-F4
16130,CCNC(N1COCCC1)(O)N,F6-F7-F2-F4
16131,OC(N1COCCC1)NCCN,F6-F7-F2-F4
16132,C1OCCCN1C(CCN)(O)N,F6-F7-F2-F4
16133,NC(OCCc1scnn1)O,F2-F3-F15-F6
16134,OCNc1nnc(s1)CCO,F2-F3-F15-F6
16135,NC(c1nnc(s1)CCO)O,F2-F3-F15-F6
16136,NCOc1nnc(s1)CCO,F2-F3-F15-F6
16137,OCNCCOc1scnn1,F2-F3-F15-F6
16138,NC(CCOc1scnn1)O,F2-F3-F15-F6
16139,OCNc1nnc(s1)OCC,F2-F3-F15-F6
16140,CCOc1nnc(s1)C(O)N,F2-F3-F15-F6
16141,OCNCCc1nnc(s1)O,F3-F15-F2-F6
16142,Oc1nnc(s1)CCC(O)N,F3-F15-F2-F6
16143,NC(Oc1nnc(s1)CC)O,F3-F15-F2-F6
16144,OC(NC(=O)c1occc1)Cl,F6-F11-F9-F20
16145,NC(C(=O)c1occc1)(Cl)O,F6-F11-F9-F20
16146,OC(c1occc1)NC(=O)Cl,F9-F11-F6-F20
16147,OCN(c1occc1)C(=O)Cl,F9-F11-F6-F20
16148,OC(C(=O)Cl)Nc1occc1,F9-F11-F6-F20
16149,NC(c1occc1)(C(=O)Cl)O,F9-F11-F6-F20
16150,NC(NC(NC1CCCC1)O)O,F4-F6-F6-F17
16151,NC(NC(C1CCCC1)(O)N)O,F4-F6-F6-F17
16152,NC(N(C1CCCC1)C(O)N)O,F4-F6-F6-F17
16153,NC(NC(OC1CCCC1)N)O,F4-F6-F6-F17
16154,C1CCC(C1)OCNC(O)(N)N,F4-F6-F6-F17
16155,C1CCC(C1)C(NC(O)(N)N)O,F4-F6-F6-F17
16156,OCN(C1CCCC1)C(O)(N)N,F4-F6-F6-F17
16157,OCNC(OC1CCCC1)(N)N,F4-F6-F6-F17
16158,OCNC(NC1CCCC1)(O)N,F4-F6-F6-F17
16159,OC(C(O)(N)N)NC1CCCC1,F4-F6-F6-F17
16160,C1CCC(C1)C(C(O)(N)N)(O)N,F4-F6-F6-F17
16161,NC(C(OC1CCCC1)(N)N)O,F4-F6-F6-F17
16162,NC(C(NC1CCCC1)(O)N)O,F4-F6-F6-F17
16163,NC(C(O)(N)N)OC1CCCC1,F4-F6-F6-F17
16164,C1CCC(C1)NCOC(O)(N)N,F4-F6-F6-F17
16165,C1CCC(C1)C(OC(O)(N)N)N,F4-F6-F6-F17
16166,NCOC(NC1CCCC1)(O)N,F4-F6-F6-F17
16167,NC(OC(NC1CCCC1)N)O,F4-F6-F6-F17
16168,NC(OC(C1CCCC1)(N)N)O,F4-F6-F6-F17
16169,NC(OC(C1CCCC1)(O)N)N,F4-F6-F6-F17
16170,NC(OC(NC1CCCC1)O)N,F4-F6-F6-F17
16171,NC(OCCOC1CCCC1)O,F5-F5-F6-F17
16172,NC(OCC(C1CCCC1)O)O,F5-F5-F6-F17
16173,OCC(C1CCCC1)OC(O)N,F5-F5-F6-F17
16174,OCCOC(C1CCCC1)(O)N,F5-F5-F6-F17
16175,OCCOC(OC1CCCC1)N,F5-F5-F6-F17
16176,OCCOC(NC1CCCC1)O,F5-F5-F6-F17
16177,OCC(NCOC1CCCC1)O,F5-F5-F6-F17
16178,OCC(NC(C1CCCC1)O)O,F5-F5-F6-F17
16179,OCC(N(C1CCCC1)CO)O,F5-F5-F6-F17
16180,OCNC(C1CCCC1)(CO)O,F5-F5-F6-F17
16181,OCNC(C(C1CCCC1)O)O,F5-F5-F6-F17
16182,OCNC(COC1CCCC1)O,F5-F5-F6-F17
16183,OCNC(OC1CCCC1)CO,F5-F5-F6-F17
16184,OC(C(O)N)COC1CCCC1,F5-F5-F6-F17
16185,NC(C(C(C1CCCC1)O)O)O,F5-F5-F6-F17
16186,OCC(C1CCCC1)(C(O)N)O,F5-F5-F6-F17
16187,OCC(C(C1CCCC1)(O)N)O,F5-F5-F6-F17
16188,OCC(C(OC1CCCC1)N)O,F5-F5-F6-F17
16189,OCC(C(NC1CCCC1)O)O,F5-F5-F6-F17
16190,OCC(C(O)N)OC1CCCC1,F5-F5-F6-F17
16191,OCC(OCNC1CCCC1)O,F5-F5-F6-F17
16192,OCC(OC(C1CCCC1)N)O,F5-F5-F6-F17
16193,NCOC(C1CCCC1)(CO)O,F5-F5-F6-F17
16194,NCOC(C(C1CCCC1)O)O,F5-F5-F6-F17
16195,NCOC(COC1CCCC1)O,F5-F5-F6-F17
16196,NCOC(OC1CCCC1)CO,F5-F5-F6-F17
16197,OCOCNCOC1CCCC1,F5-F5-F6-F17
16198,OCOCNC(C1CCCC1)O,F5-F5-F6-F17
16199,OCOCN(C1CCCC1)CO,F5-F5-F6-F17
16200,OCNC(C1CCCC1)OCO,F5-F5-F6-F17
16201,OCNCOC(C1CCCC1)O,F5-F5-F6-F17
16202,OCNCOCOC1CCCC1,F5-F5-F6-F17
16203,NC(COCOC1CCCC1)O,F5-F5-F6-F17
16204,NC(COC(C1CCCC1)O)O,F5-F5-F6-F17
16205,OCOC(C1CCCC1)C(O)N,F5-F5-F6-F17
16206,OCOCC(C1CCCC1)(O)N,F5-F5-F6-F17
16207,OCOCC(OC1CCCC1)N,F5-F5-F6-F17
16208,OCOCC(NC1CCCC1)O,F5-F5-F6-F17
16209,OCOCOCNC1CCCC1,F5-F5-F6-F17
16210,OCOCOC(C1CCCC1)N,F5-F5-F6-F17
16211,NCOC(C1CCCC1)OCO,F5-F5-F6-F17
16212,NCOCOC(C1CCCC1)O,F5-F5-F6-F17
16213,OCNC(OCC1CCCC1)O,F5-F5-F6-F17
16214,OCNC(C1CCCC1)(OC)O,F5-F5-F6-F17
16215,COC(N(C1CCCC1)CO)O,F5-F5-F6-F17
16216,COC(NC(C1CCCC1)O)O,F5-F5-F6-F17
16217,COC(NCOC1CCCC1)O,F5-F5-F6-F17
16218,OCNC(OC1CCCC1)OC,F5-F5-F6-F17
16219,OC(C(O)N)OCC1CCCC1,F5-F5-F6-F17
16220,COC(C1CCCC1)(C(O)N)O,F5-F5-F6-F17
16221,COC(C(C1CCCC1)(O)N)O,F5-F5-F6-F17
16222,COC(C(OC1CCCC1)N)O,F5-F5-F6-F17
16223,COC(C(NC1CCCC1)O)O,F5-F5-F6-F17
16224,COC(C(O)N)OC1CCCC1,F5-F5-F6-F17
16225,NCOC(OCC1CCCC1)O,F5-F5-F6-F17
16226,NCOC(C1CCCC1)(OC)O,F5-F5-F6-F17
16227,COC(OC(C1CCCC1)N)O,F5-F5-F6-F17
16228,COC(OCNC1CCCC1)O,F5-F5-F6-F17
16229,NC(OCOCC1CCCC1)O,F5-F5-F6-F17
16230,COC(C1CCCC1)OC(O)N,F5-F5-F6-F17
16231,COCOC(C1CCCC1)(O)N,F5-F5-F6-F17
16232,COCOC(NC1CCCC1)O,F5-F5-F6-F17
16233,OCN(COC1CCCC1)CO,F5-F6-F5-F17
16234,OCN(C(C1CCCC1)O)CO,F5-F6-F5-F17
16235,OCC(COC1CCCC1)(O)N,F5-F6-F5-F17
16236,OCC(C(C1CCCC1)O)(O)N,F5-F6-F5-F17
16237,OCC(OC1CCCC1)(CO)N,F5-F6-F5-F17
16238,OCC(NC1CCCC1)(CO)O,F5-F6-F5-F17
16239,OCC(OCC1CCCC1)(O)N,F5-F6-F5-F17
16240,COC(C(C1CCCC1)O)(O)N,F5-F6-F5-F17
16241,COC(COC1CCCC1)(O)N,F5-F6-F5-F17
16242,OCC(OC1CCCC1)(OC)N,F5-F6-F5-F17
16243,OCC(NC1CCCC1)(OC)O,F5-F6-F5-F17
16244,OCC(OCOC1CCCC1)N,F5-F6-F5-F17
16245,OCC(OC(C1CCCC1)O)N,F5-F6-F5-F17
16246,OCOC(C1CCCC1)(CO)N,F5-F6-F5-F17
16247,OCOC(C(C1CCCC1)O)N,F5-F6-F5-F17
16248,OCOC(COC1CCCC1)N,F5-F6-F5-F17
16249,OCOC(NC1CCCC1)CO,F5-F6-F5-F17
16250,OCOC(OCC1CCCC1)N,F5-F6-F5-F17
16251,OCOC(C1CCCC1)(OC)N,F5-F6-F5-F17
16252,COC(OC(C1CCCC1)O)N,F5-F6-F5-F17
16253,OCOC(NC1CCCC1)OC,F5-F6-F5-F17
16254,COC(OCC1CCCC1)(O)N,F5-F6-F5-F17
16255,COC(NC1CCCC1)(OC)O,F5-F6-F5-F17
16256,OC(Nc1ccccc1)(Cl)F,F6-F11-F12-F10
16257,OC(NC(=O)c1scnn1)O,F3-F6-F9-F15
16258,O=CN(c1scnn1)C(O)O,F3-F6-F9-F15
16259,O=CNC(c1scnn1)(O)O,F3-F6-F9-F15
16260,OC(Oc1nncs1)NC=O,F3-F6-F9-F15
16261,O=C(C(O)(O)N)c1scnn1,F3-F6-F9-F15
16262,NC(C=O)(Oc1nncs1)O,F3-F6-F9-F15
16263,O=CC(Nc1scnn1)(O)O,F3-F6-F9-F15
16264,OCCNCOc1nncs1,F1-F6-F5-F15
16265,OC(c1nncs1)NCCO,F1-F6-F5-F15
16266,OCCN(c1nncs1)CO,F1-F6-F5-F15
16267,OCC(c1nncs1)NCO,F1-F6-F5-F15
16268,OC(c1nncs1)CNCO,F1-F6-F5-F15
16269,OCNCCOc1nncs1,F1-F6-F5-F15
16270,OCNCOCc1nncs1,F1-F6-F5-F15
16271,COC(c1nncs1)NCO,F1-F6-F5-F15
16272,COCN(c1nncs1)CO,F1-F6-F5-F15
16273,COCNC(c1nncs1)O,F1-F6-F5-F15
16274,CN(CO)COc1nncs1,F1-F6-F5-F15
16275,CN(C(c1nncs1)O)CO,F1-F6-F5-F15
16276,OCN(Cc1scnn1)CO,F1-F6-F5-F15
16277,OC(NCc1nncs1)CO,F1-F6-F5-F15
16278,CN(c1nncs1)C(CO)O,F1-F6-F5-F15
16279,CNC(c1nncs1)(CO)O,F1-F6-F5-F15
16280,CNC(C(c1nncs1)O)O,F1-F6-F5-F15
16281,CNC(COc1nncs1)O,F1-F6-F5-F15
16282,CNC(Oc1nncs1)CO,F1-F6-F5-F15
16283,COC(NCc1nncs1)O,F1-F6-F5-F15
16284,CN(c1nncs1)C(OC)O,F1-F6-F5-F15
16285,CNC(c1nncs1)(OC)O,F1-F6-F5-F15
16286,CNC(OCc1nncs1)O,F1-F6-F5-F15
16287,OCOCNCc1nncs1,F1-F6-F5-F15
16288,CN(c1nncs1)COCO,F1-F6-F5-F15
16289,CNC(c1nncs1)OCO,F1-F6-F5-F15
16290,CNCOC(c1nncs1)O,F1-F6-F5-F15
